student_id,age,gender,parent_education,lunch,internet_access,extracurricular,siblings,test_prep_course,study_time_hrs,attendance_pct,math_score,reading_score,writing_score,total_score,average_score,grade,pass_fail
950,15,M,bachelor's degree,standard,no,yes,3,completed,4.0,74.0,84.0,95.0,88.0,267,89.0,A+,Pass
765,18,M,high school,standard,yes,yes,3,none,3.0,63.0,60.0,70.0,62.0,192,64.0,B,PASS
353,16,male,some college,free/reduced,yes,yes,1,completed,3.0,60.0,69.0,56.0,70.0,195,65.0,B,pass
7,17,Male,master's degree,standard,yes,no,3,none,5.0,97.0,80.0,93.0,100.0,273,91.0,O,Pass
774,16,F,high school,free/reduced,yes,yes,2,none,3.0,71.0,67.0,66.0,66.0,199,66.3,B,pass
956,14,male,master's degree,standard,yes,no,4,completed,1.0,74.0,70.0,79.0,75.0,224,74.7,A,Pass
691,17,F,high school,standard,yes,yes,2,completed,4.0,67.0,76.0,73.0,83.0,232,77.3,A,PASS
923,18,M,high school,free/reduced,no,yes,2,none,3.0,83.0,59.0,66.0,48.0,173,57.7,C,PASS
791,18,Female,some college,standard,yes,yes,0,completed,3.0,87.0,65.0,85.0,98.0,248,82.7,A+,PASS
532,16,F,associate's degree,standard,no,yes,4,completed,2.0,85.0,81.0,86.0,69.0,236,78.7,A,Pass
868,16,female,master's degree,standard,yes,yes,4,completed,2.0,96.0,100.0,90.0,81.0,271,90.3,O,pass
170,16,female,some college,free/reduced,no,yes,1,completed,2.0,85.0,65.0,63.0,66.0,194,64.7,B,Pass
240,15,Female,some college,standard,no,no,3,completed,3.0,84.0,85.0,82.0,82.0,249,83.0,A+,Pass
278,17,Female,bachelor's degree,standard,yes,yes,4,completed,3.0,61.0,78.0,81.0,73.0,232,77.3,A,pass
161,18,m,some college,standard,no,yes,4,none,3.0,83.0,83.0,56.0,74.0,213,71.0,A,PASS
74,15,F,associate's degree,free/reduced,yes,no,4,none,5.0,72.0,70.0,74.0,86.0,230,76.7,A,Pass
530,16,female,bachelor's degree,free/reduced,yes,yes,2,none,2.0,85.0,58.0,58.0,74.0,190,63.3,B,pass
63,16,Male,high school,free/reduced,yes,no,0,completed,1.0,76.0,66.0,70.0,54.0,190,63.3,B,pass
762,18,F,bachelor's degree,standard,no,no,2,none,5.0,72.0,88.0,85.0,95.0,268,89.3,A+,PASS
493,14,MALE,some college,standard,yes,no,2,none,4.0,91.0,70.0,72.0,79.0,221,73.7,A,pass
741,15,Male,bachelor's degree,free/reduced,yes,yes,1,completed,3.0,99.0,88.0,75.0,80.0,243,81.0,A+,pass
751,16,Female,bachelor's degree,standard,no,no,2,none,2.0,77.0,56.0,75.0,76.0,207,69.0,B,pass
742,17,FEMALE,bachelor's degree,standard,yes,yes,1,completed,2.0,92.0,77.0,70.0,77.0,224,74.7,A,Pass
831,16,MALE,associate's degree,standard,yes,no,3,none,2.0,82.0,66.0,62.0,72.0,200,66.7,B,Pass
796,17,male,some college,standard,yes,no,3,completed,2.0,71.0,62.0,62.0,65.0,189,63.0,B,pass
48,14,MALE,bachelor's degree,standard,no,no,1,completed,3.0,98.0,83.0,99.0,86.0,268,89.3,A+,Pass
763,16,M,some college,free/reduced,yes,yes,1,completed,2.0,99.0,84.0,68.0,83.0,235,78.3,A,Pass
592,14,FEMALE,associate's degree,free/reduced,yes,yes,4,none,2.0,95.0,,61.0,61.0,191,63.7,B,PASS
808,17,male,bachelor's degree,standard,yes,no,2,completed,3.0,91.0,89.0,94.0,83.0,266,88.7,A+,pass
434,14,Female,associate's degree,standard,yes,no,2,none,2.0,85.0,79.0,72.0,81.0,232,77.3,A,PASS
506,18,Male,bachelor's degree,free/reduced,yes,no,2,none,2.0,83.0,61.0,58.0,78.0,197,65.7,B,PASS
21,18,female,associate's degree,standard,yes,yes,4,none,2.0,60.0,65.0,78.0,65.0,208,69.3,B,PASS
969,18,f,master's degree,standard,yes,yes,2,none,5.0,63.0,100.0,89.0,88.0,277,92.3,O,PASS
425,17,,,free/reduced,,yes,3,completed,,,,,,227,75.7,A,Pass
653,17,male,bachelor's degree,free/reduced,no,yes,4,none,4.0,69.0,69.0,74.0,76.0,219,73.0,A,Pass
193,16,MALE,associate's degree,standard,no,yes,0,completed,4.0,66.0,83.0,71.0,82.0,236,78.7,A,PASS
643,14,female,bachelor's degree,free/reduced,yes,no,0,none,1.0,80.0,59.0,55.0,61.0,175,58.3,C,Pass
216,14,Male,master's degree,free/reduced,no,no,4,completed,2.0,86.0,83.0,72.0,74.0,229,76.3,A,pass
245,18,m,some college,standard,yes,yes,1,none,1.0,61.0,52.0,67.0,56.0,175,58.3,C,Pass
364,17,Female,some college,standard,no,no,0,none,2.0,62.0,50.0,61.0,61.0,172,57.3,C,PASS
999,14,Female,some college,free/reduced,yes,no,1,completed,2.0,92.0,93.0,79.0,68.0,240,80.0,A,Pass
60,16,MALE,associate's degree,free/reduced,yes,yes,4,none,,68.0,,,,178,59.3,C,PASS
177,16,m,high school,standard,yes,no,3,completed,1.0,81.0,59.0,64.0,71.0,194,64.7,B,pass
450,14,F,associate's degree,standard,yes,no,2,none,2.0,73.0,81.0,75.0,62.0,218,72.7,A,Pass
56,14,F,some college,standard,yes,no,2,none,3.0,74.0,69.0,65.0,68.0,202,67.3,B,PASS
920,16,,,standard,,no,1,completed,,,,,,221,73.7,A,Pass
642,17,female,some college,standard,yes,no,1,none,1.0,85.0,68.0,58.0,72.0,198,66.0,B,PASS
